,iShares S&P 500 Inf Tech Sector UCITS ETF USD AccI,Invesco STOXX Europe 600 UCITS ETF AccH,iShares Core S&P 500 UCITS ETF USD (Acc)H,Vanguard FTSE All-World UCITS ETF USD AccI,iShares MSCI Poland UCITS ETF USD (Acc),Xtrackers Spain UCITS ETF 1C,iShares MSCI India UCITS ETF USD Acc (EUR),iShares Core MSCI Japan IMI UCITS ETF USD Acc,iShares Healthcare Innovation UCITS ETF USD A,iShares FTSE MIB UCITS ETF EUR (Acc),iShares Core MSCI Europe UCITS ETF EUR (Acc),Amundi Euro Stoxx Banks UCITS ETF Acc,HSBC MSCI CHINA,ISHARES EMIM,SPDR Russell 2000 US Small Cap UCITS ETF,Invesco Physical Gold ETC,Xtrackers S&P 500 Equal Weight UCITS ETF,Vanguard Global Aggregate Bond ETF EUR Hgd Acc,iShares Bitcoin ETP,iShares Core EURO STOXX 50 UCITS ETF EUR (Acc),HSBC Hang Seng Tech UCITS ETF HKD,iMGP DBi Managed Futures R EUR ETF
Date,QDVEDE,SC0CDE,SXR8DE,VWCEDE,IBCJDE,XESPDE,QDV5DE,EUNNDE,HEALAS,CSMIBMI,IMAEAS,LYBKDE,H4ZPDE,IS3NDE,ZPRRDE,SGLDMI,XDEWDE,VAGFDE,IB1TDE,SXRTDE,H4ZXDE,DBMFEPA
11/27/2025,35.91500092,143.9600067,629.0200195,144.2599945,26.29500008,51.61000061,8.501999855,58.85800171,7.901000023,209.1000061,91.14499664,298,7.290999889,37.88100052,62.18000031,344.9599915,90.5,23.89100075,7.869999886,215.45,6.75,108.26
11/28/2025,36.01499939,144.4400024,631.4000244,144.8399963,26.42000008,51.68999863,8.555999756,58.98400116,7.895999908,209.8999939,91.44499969,298.5,7.342000008,38.06900024,62.5,349.480011,91.05999756,23.95299911,7.887499809,216.6,6.8,108.18
12/1/2025,35.97499847,143.9400024,628.8200073,144.3000031,26.49500084,51.68000031,8.479999542,58.64799881,7.81099987,209.3500061,91.16500092,298.9500122,7.359000206,37.97000122,61.95000076,350.5,90.59999847,23.79800034,7.286499977,216.85,6.82,107.22
12/2/2025,36.31499863,144.1399994,628.7199707,144.2599945,25.92000008,51.99000168,8.395000458,58.47999954,7.748000145,209.9499969,91.28500366,302.75,7.289000034,37.87900162,61.84999847,346.9500122,90.12999725,23.80500031,7.803999901,217.2,6.72,108.64
12/3/2025,36.15999985,144.3600006,628.5,144.1799927,25.87999916,52.18999863,8.277999878,58.29000092,7.762000084,209.8500061,91.44499969,300.2999878,7.21999979,37.75099945,62.09000015,348.6799927,90.31999969,23.84700012,7.940000057,217.5,6.63,107.38
12/4/2025,36.24000168,144.9799957,628.9199829,144.5399933,25.97999954,52.63999939,8.352000237,59.00999832,7.788000107,210.6499939,91.86499786,303.9500122,7.255000114,37.85900116,62.90000153,348.0700073,90.55000305,23.80500031,7.953499794,218.2,6.72,106.97
12/5/2025,36.41500092,144.9600067,632.2800293,145.1600037,25.82999992,52.45000076,8.413999557,59.02000046,7.803999901,210.3000031,91.83000183,302.1499939,7.334000111,38.18999863,63.02000046,348.6900024,91.12000275,23.77099991,7.643499851,218.7,6.8,107.93
12/8/2025,36.79000092,144.8999939,630.7999878,144.8999939,25.91500092,52.54999924,8.258999825,58.91999817,7.78000021,210.25,91.83000183,304.3500061,7.27699995,38.02500153,63.20000076,347.4400024,90.69999695,23.71100044,7.751999855,218,6.79,107.1
12/9/2025,36.93500137,144.7400055,631.5200195,144.9799957,26.48500061,52.59000015,8.281000137,59.11999893,7.705999851,210.9499969,91.75499725,306.4500122,7.184999943,38.00099945,63.40000153,349.0700073,90.66000366,23.7159996,8.052000046,217.8,6.66,107.28
12/10/2025,36.68999863,144.8200073,629.8599854,144.7200012,26.62999916,52.72999954,8.260000229,58.97999954,7.688000202,210.1999969,91.80999756,307.4500122,7.210000038,38.04399872,63.25999832,347.2099915,90.56999969,23.70999908,7.916999817,218.25,6.7,107.12
12/11/2025,35.95000076,145.6399994,625.8599854,144.0800018,26.90500069,53.18999863,8.248999596,58.91999817,7.684000015,211.6999969,92.26999664,312.6499939,7.142000198,37.78699875,63.75999832,348.9500122,91.12999725,23.76399994,7.622000217,220.15,6.62,106.46
12/12/2025,35.41500092,144.7400055,621.9000244,143.1799927,27.03499985,52.97000122,8.18900013,58.79999924,7.631000042,210.8500061,91.75499725,307.5499878,7.133999825,37.44800186,63.27999878,351.2600098,90.87999725,23.70499992,7.664999962,218.95,6.61,107.15
12/15/2025,35.13999939,145.8200073,621.7999878,143.4600067,27.70000076,53.66999817,8.208000183,59.40999985,7.660999775,213.5500031,92.38999939,313.2000122,7.09499979,37.52399826,62.75999832,351.5700073,90.61000061,23.72400093,7.366499901,219,6.53,106.48
12/16/2025,34.83000183,145.2799988,617.7000122,142.4400024,27.375,53.31000137,8.121999741,58.79000092,7.574999809,213,91.98000336,312.6499939,6.977000237,36.99000168,62.22999954,351.8299866,90.16000366,23.80500031,7.444499969,218.15,6.41,106.43
12/17/2025,34.375,145.1000061,614.9400024,141.8000031,27.375,53.43999863,8.144000053,58.27000046,7.614999771,213.4499969,91.97499847,315,7.02699995,36.91600037,61.95000076,354.269989,90.04000092,23.73600006,7.330999851,216.8,6.45,106.64
12/18/2025,34.99499893,146.5599976,622.1400146,143.5200043,27.67000008,53.95000076,8.237999916,58.56999969,7.619999886,215.1999969,92.77500153,318.5499878,7.110000134,37.48899841,62.49000168,358.269989,90.73000336,23.7840004,7.506499767,218.75,6.52,107.45
12/19/2025,35.44499969,147.1000061,624.4799805,144.1799927,27.93499947,54.11999893,8.404000282,58.86999893,7.693999767,216.8999939,93.22499847,320.1499939,7.172999859,37.80799866,62.77000046,357.0899963,90.77999878,23.74099922,7.567500114,219.95,6.58,108.82
12/22/2025,35.44499969,146.8699036,624.4799805,144.1799927,27.93499947,53.96699905,8.404000282,58.86999893,7.693999767,216.8999939,93.01499939,320.1499939,7.172999859,37.80799866,62.77000046,357.0899963,90.77999878,23.74099922,7.567500114,218.95,6.6,110.09
12/23/2025,35.78499985,147.5,627.4400024,144.6999969,27.86499977,54.18000031,8.336999893,59.02999878,7.731999874,216.1999969,93.44000244,320.25,7.097000122,37.82899857,62.66999817,364.6300049,90.55999756,23.77099991,7.440000057,219.35,6.5,108.84
12/24/2025,35.78499985,147.5,627.4400024,144.6999969,27.86499977,54.18000031,8.336999893,59.02999878,7.710999966,216.1999969,93.44000244,320.25,7.097000122,37.82899857,62.66999817,364.6300049,90.55999756,23.77099991,7.440000057,219.35,6.5,108.13
12/25/2025,35.78499985,147.5,627.4400024,144.6999969,27.86499977,54.18000031,8.336999893,59.02999878,7.710999966,216.1999969,93.44000244,320.25,7.097000122,37.82899857,62.66999817,364.6300049,90.55999756,23.77099991,7.440000057,219.35,6.5,108.13
12/26/2025,35.78499985,147.5,627.4400024,144.6999969,27.86499977,54.18000031,8.336999893,59.02999878,7.710999966,216.1999969,93.44000244,320.25,7.097000122,37.82899857,62.66999817,364.6300049,90.55999756,23.77099991,7.440000057,219.35,6.5,108.13
12/29/2025,35.86999893,147.6199951,628.7000122,144.9799957,27.85499954,54.29000092,8.239999771,58.93999863,7.703000069,216.1999969,93.45500183,318.75,7.083000183,38.14199829,62.22999954,355.2000122,90.90000153,23.8239994,7.447500229,219.55,6.52,109.14
12/30/2025,35.94499969,148.4600067,629.2199707,145.4199982,28.09499931,54.70000076,8.270000458,59.15999985,7.662000179,216.1999969,94.06500244,323.2999878,7.139999866,38.34799957,62.34000015,357.2900085,91.04000092,23.84600067,7.468999863,221.2,6.65,108.85
12/31/2025,35.94499969,148.4600067,629.2199707,145.4199982,28.09499931,54.70000076,8.270000458,59.15999985,7.671000004,216.1999969,93.83499908,323.2999878,7.139999866,38.34799957,62.34000015,357.2900085,91.04000092,23.84600067,7.468999863,221.2,6.65,108.52
1/1/2026,35.94499969,148.4600067,629.2199707,145.4199982,28.09499931,54.70000076,8.270000458,59.15999985,7.671000004,216.1999969,93.83499908,323.2999878,7.139999866,38.34799957,62.34000015,357.2900085,91.04000092,23.84600067,7.468999863,221.2,6.65,108.52
1/2/2026,35.67499924,149.3200073,624.7399902,145.1399994,28.94000053,55.27000046,8.418000221,59.09999847,7.681000233,219.8500061,94.61000061,327.5,7.300000191,39.13999939,61.79000092,353.7999878,90.61000061,23.74799919,7.705999851,223.5,6.84,109.38
1/5/2026,35.90000153,150.8800049,632.1599731,147.0800018,28.85000038,55.56000137,8.437999725,60.5,7.704999924,219.8500061,95.52500153,329.5,7.343999863,39.76300049,62.91999817,365.1300049,91.69000244,23.74900055,8.00949955,225.7,6.88,110.23
1/6/2026,35.94499969,151.5599976,634.2399902,147.6999969,29.18000031,55.68999863,8.411000252,60.58000183,7.947999954,221.8000031,96.02500153,327.2000122,7.454999924,40.16699982,63.40999985,369.5,92.69000244,23.75900078,7.926000118,226.65,6.97,111.18
1/7/2026,36.20500183,151.5800018,637.4000244,148,29.375,55.45999908,8.456000328,60.72000122,8.072999954,220.8999939,95.875,321.8500061,7.354000092,40.0379982,64.01999664,367.6700134,92.63999939,23.81800079,7.793000221,226,6.84,111.42
1/8/2026,35.42499924,151.2599945,635.9799805,147.7200012,28.56999969,55.68999863,8.364999771,60.84000015,8.06400013,221.3999939,95.70999908,325,7.369999886,39.89199829,64.76000214,368.4299927,93.16999817,23.81900024,7.74849987,225.75,6.85,111.95
1/9/2026,35.85499954,152.7400055,640.5800171,148.8999939,28.93000031,55.68999863,8.291999817,62.04000092,8.059000015,221.6999969,96.69000244,327.3999939,7.387000084,40.18999863,65.66999817,372.5799866,93.73999786,23.80599976,7.839000225,228.9,6.87,112.8
1/12/2026,35.97000122,153.0800018,639.6400146,149,29.25,55.88000107,8.293999672,62.33000183,8.012999535,221.6999969,96.88500214,329.7000122,7.55700016,40.49000168,65.44000244,380.8299866,93.51000214,23.82600021,7.887000084,230.05,7.13,113.06
1/13/2026,36.10499954,152.8999939,641.3200073,149.2599945,29.16500092,56.06999969,8.25399971,61.86999893,8.041999817,220.6499939,96.86499786,332.1000061,7.580999851,40.56399918,65.77999878,380.5799866,93.73000336,23.81800079,8.019499779,230.05,7.08,116.43
1/14/2026,35.31000137,153.0200043,635.0999756,148.3999939,28.96500015,56.15000153,8.263999939,62.33000183,8.041999817,221.1999969,96.94999695,332.25,7.53399992,40.50899887,65.81999969,381.5599976,93.97000122,23.88199997,8.317500114,229.05,7.04,114.41
1/15/2026,35.31000137,153.9199982,635.0999756,148.3999939,28.96500015,55.95999908,8.263999939,62.33000183,8.041999817,221.1999969,97.48500061,332.25,7.53399992,40.50899887,65.81999969,381.5599976,93.97000122,23.8390007,8.317500114,230.3,7.08,114
1/16/2026,35.95000076,153.9400024,642.460022,149.8999939,29.09000015,56.16999817,8.229000092,62.95000076,8.116999626,221.8500061,97.45500183,332.6499939,7.425000191,40.76200104,67.36000061,381.1000061,94.98000336,23.8220005,8.163999557,230.1,6.93,112.61
1/19/2026,35.16999817,152.0800018,632.0999756,148.0399933,28.91500092,55.95999908,8.170000076,62.65999985,7.958000183,219.6499939,96.27500153,329.3999939,7.427000046,40.81999969,66.04000092,386.0299988,93.83000183,23.76799965,7.993000031,226.05,6.92,111.48
1/20/2026,34.92499924,151.0800018,627.1199951,146.6600037,28.88999939,55.24000168,7.991000175,61.38000107,7.94299984,217.25,95.62999725,326.2000122,7.322999954,40.33300018,66.08000183,389.2900085,93.09999847,23.76600075,7.696000099,223.7,6.76,111.75
1/21/2026,34.92499924,150.9199982,627.1199951,146.6600037,33.66740036,55.38000107,7.991000175,61.38000107,7.94299984,217.25,95.56999969,326.2000122,7.322999954,40.33300018,66.08000183,389.2900085,93.09999847,23.75699997,8.998100281,226.9,6.87,113.27
1/22/2026,35.06499863,152.5200043,631.8400269,147.9799957,29.65999985,56.22999954,7.953000069,61.90000153,8.178999901,218.8999939,96.41000366,332.4500122,7.434000015,41.03900146,67.63999939,399.7399902,94.29000092,23.79700089,7.548999786,227.25,6.94,114.97
1/23/2026,35.14500046,152.5,630.6799927,147.7200012,29.125,55.81999969,7.824999809,61.31000137,8.07199955,217.8500061,96.37999725,328.9500122,7.366000175,40.92100143,66.40000153,407.6300049,93.33999634,23.78100014,7.625999928,226.95,6.87,115.05
1/26/2026,35.09999847,152.7400055,627.2199707,147.2400055,29.72500038,56.27999878,7.803999901,61.22000122,8.027999878,218.5,96.61000061,332.3999939,7.303999901,40.90100098,65.11000061,411.4100037,92.63999939,23.81599998,7.354000092,228,6.74,112.19
1/27/2026,35.36999893,153.5,625.1199951,147.1600037,29.98500061,56.68999863,7.796000004,61.38000107,8.012999535,220.8500061,97.13999939,337.9500122,7.311999798,41.13899994,64.59999847,409.2000122,91.84999847,23.83300018,7.375,228.75,6.72,112.93
1/28/2026,35.54000092,152.3600006,626.9799805,147.3800049,30.18000031,56.04000092,7.78000021,60.83000183,7.902999878,219.1499939,96.30999756,333.2999878,7.401000023,41.44300079,64.68000031,425.8699951,92.22000122,23.81100082,7.497000217,226.8,6.82,114.66
1/29/2026,34.36999893,152.1399994,620.4799805,146.1399994,30.05999947,56.06000137,7.774000168,61.24000168,7.853000164,219.1000061,96.21499634,331.7999878,7.403999805,41.18000031,64.12000275,425.6799927,91.72000122,23.8239994,7.063499928,226.25,6.72,114.96
1/30/2026,34.86000061,153.2400055,626.2600098,147.2200012,29.78499985,56.95000076,7.868000031,61.79000092,7.815000057,221.3500061,96.87999725,337.6499939,7.315000057,41.07300186,63.90999985,403.8299866,91.76999664,23.82699966,6.989999771,226.4,6.67,113.97
2/2/2026,35.13999939,154.6799927,633.6599731,148.5399933,29.72999954,57.70999908,7.953999996,62.06999969,7.889999866,223.6000061,97.89499664,344,7.193784714,41.08399963,65.12999725,379.9100037,93.11000061,23.78199959,6.700500011,229.65,6.57,113.53
2/3/2026,34.19499969,154.7599945,629.3599854,148.1000061,30.55999947,57.72999954,8.18900013,62.40999985,7.902999878,225.4499969,97.94000244,346.9500122,7.102460384,41.5340004,65.12000275,405.3599854,93.20999908,23.77000046,6.486999989,227.5,6.41,113.19
2/4/2026,33.58499908,154.8399963,626.6400146,147.7599945,30.51000023,57.54999924,8.173000336,63.58000183,7.824999809,226.5500031,97.875,342.8500061,7.02701807,41.17599869,64.73000336,401.7399902,93.84999847,23.79000092,6.223999977,227.05,6.25,115.27
2/5/2026,33.43999863,153.3200073,620.4799805,146.5,29.93000031,56.20999908,8.156999588,62.81000137,7.77699995,222.6499939,96.94499969,331.6499939,7.054999828,40.98400116,64.26000214,396.0700073,93.19999695,23.82099915,5.769999981,225.85,6.33,113.52
2/6/2026,34.13000107,154.6199951,626.1799927,147.8200073,30.15500069,56.95999908,8.144000053,64.40000153,7.742000103,222.8500061,97.73500061,334.4500122,7.127999783,41.48500061,65.38999939,401.8999939,94.20999908,23.82900047,5.889500141,229.15,6.42,114.58
2/9/2026,34.58499908,155.6600037,627.960022,148.5399933,30.5,57.79000092,8.149999619,65.34999847,7.715000153,227.5,98.40000153,341.75,7.166999817,41.84999847,65.80000305,410.3299866,93.98000336,23.83499908,5.824500084,231.35,6.4,115.77
2/10/2026,34.61500168,155.5599976,627.7800293,148.8999939,30,57.65999985,8.177000046,66.87999725,7.755000114,227.3500061,98.42500305,338.25,7.15500021,41.82099915,65.97000122,405.8599854,94.58999634,23.93799973,5.831500053,231.05,6.4,116.26
2/11/2026,34.47999954,155.6999969,626.9000244,149.0800018,30.27499962,57.40000153,8.168999672,67.40000153,7.631999969,226,98.58999634,332.25,7.118999958,42.25999832,64.95999908,411.4400024,94.73000336,23.90600014,5.581999779,232,6.37,117.12
2/12/2026,33.81499863,154.8999939,620.7399902,147.8399963,29.90500069,56.95999908,8.119000435,67.26999664,7.532999992,224.5500031,98.01499939,327.2000122,7.000999928,42.10300064,64.23000336,400.2200012,94,23.9489994,5.580999851,229.8,6.23,115.74
2/13/2026,33.55500031,154.7200012,619.3599854,147.6999969,29.78000069,56,8.055999756,67.38999939,7.664999962,220.8999939,98,316.2999878,6.995999813,41.99599838,65.19000244,406.8099976,94.63999939,24.02199936,5.818999767,229.2,6.28,117.06
2/16/2026,33.41500092,154.9799957,618.2800293,147.5399933,29.73500061,56.70999908,8.100000381,66.01999664,7.629000187,220.8999939,98.11000061,320.3500061,7.026000023,42.20000076,64.81999969,405.1199951,94.72000122,24.00799942,5.701000214,228.95,6.29,116.5
2/17/2026,33.63999939,155.7799988,619.9000244,147.8200073,29.30500031,57.02999878,8.130999565,66.38999939,7.68200016,222.3999939,98.68499756,324.4500122,7.020999908,42.11000061,64.98000336,396.980011,94.59999847,24.04299927,5.734499931,230.25,6.28,116.49
2/18/2026,34.36999893,157.5800018,626.5800171,149.5,29.88500023,57.86999893,8.18500042,66.69000244,7.737999916,225.3000031,99.83499908,331.6000061,7.107999802,42.75299835,65.93000031,407.3699951,95.27999878,24.01399994,5.671500206,233.1,6.37,117.84
2/19/2026,34.14500046,156.7400055,625.7600098,149.1600037,29.82999992,57.18000031,8.022999763,66.43000031,7.732999802,222.4499969,99.38999939,328.1000061,7.090000153,42.55799866,65.76999664,409.0899963,95.19000244,24.01799965,5.633500099,231.5,6.35,119.17
2/20/2026,34.25500107,158.1199951,627.4400024,149.8800049,29.71500015,57.77999878,8.190999985,66.48000336,7.763999939,225.8999939,100.2050018,333.3500061,7.081999779,43.19400024,65.72000122,413.980011,95.36000061,24.02199936,5.71999979,233.95,6.28,118.28
2/23/2026,33.81999969,157.3600006,622.0200195,148.8200073,30.25,58.13000107,8.055000305,66.59999847,7.71999979,227,99.72499847,334.5499878,7.100999832,43,64.41000366,424.9200134,94.44000244,24.07699966,5.541500092,234.05,6.3,119.6
2/24/2026,34.17499924,157.7799988,625.460022,149.7200012,30.06999969,57.84000015,8.095999718,66.58999634,7.800000191,226.6000061,100.0049973,328.4500122,7.039000034,43.6609993,65.20999908,419.5499878,95.08999634,24.07999992,5.41050005,234.4,6.27,120.08
2/25/2026,34.70999908,158.8399963,630.039978,150.8600006,30.70499992,58.79999924,8.041999817,67.16000366,7.800000191,228.9499969,100.6999969,335.2000122,7.037000179,43.9070015,65.44000244,424.5499878,95.12000275,24.04999924,5.754499912,236.25,6.22,121.02
2/26/2026,34.19499969,158.7599945,627.8800049,150.4199982,30.26499939,58.79999924,8.06099987,67.29000092,7.730999947,230.3999939,100.6299973,335.2000122,6.892000198,43.56800079,65.73000336,422.9200134,95.69000244,24.08699989,5.681499958,235.5,6.05,121.26
2/27/2026,33.63499832,158.8200073,624.0200195,149.8200073,30.19499969,58.31000137,7.986000061,67.34999847,7.798999786,229.25,100.7399979,329,6.876999855,43.39400101,64.83000183,425.9400024,95.51000214,24.15099907,5.578000069,233.45,6.03,121.95
3/2/2026,33.90999985,156.2200012,629.6199951,150.0200043,29.81999969,56.63000107,7.868000031,66.12000275,7.789000034,224.6999969,99.12000275,317.5499878,6.84800005,42.91899872,65.54000092,436.3900146,96.25,24.0359993,5.927499771,229.55,5.93,124.02
3/3/2026,33.86000061,151.5599976,627.5,147.6799927,27.95999908,54.02000046,7.639999866,63.04999924,7.651000023,215.8000031,96.13999939,303.6499939,6.693999767,40.99300003,65.05999756,425.1400146,95.69000244,23.97400093,5.894999981,222.8,5.74,120.97
3/4/2026,34.34000015,153.6600037,633.4400024,149.3000031,29.02499962,55.45000076,7.703999996,64.84999847,7.754000187,220.1000061,97.48500061,311.1499939,6.731999874,41.58499908,65.81999969,426.0899963,96.26000214,23.99900055,6.281000137,225.4,5.84,118.98
3/5/2026,34.63999939,151.6399994,632.3400269,148.3399963,28.65500069,54.61999893,7.736000061,63.63000107,7.69299984,216.3500061,96.14499664,304.5499878,6.660999775,40.77999878,64.98999786,421.1600037,95.84999847,23.88699913,6.148499966,219.55,5.73,119.6
3/6/2026,34.33000183,150.2799988,624.7199707,146.8999939,28.32999992,54.15999985,7.730999947,62.68999863,7.572000027,214.4499969,95.27500153,300.6499939,6.741000175,40.66199875,63.45999908,426.3999939,94.23999786,23.86899948,5.896999836,219.15,5.85,120.4
3/9/2026,34.63999939,149.3000031,632.3400269,148.3399963,28.65500069,53.68999863,7.736000061,63.63000107,7.69299984,216.3500061,94.66000366,304.5499878,6.660999775,40.77999878,64.98999786,421.1600037,95.84999847,23.88199997,6.148499966,221.05,5.97,121.41
3/10/2026,34.63999939,151.9799957,632.3400269,148.3399963,28.65500069,55.52000046,7.736000061,63.63000107,7.69299984,216.3500061,96.41999817,304.5499878,6.660999775,40.77999878,64.98999786,421.1600037,95.84999847,23.90600014,6.148499966,221.25,6.11,121.74
3/11/2026,34.63999939,151.3000031,632.3400269,148.3399963,28.65500069,55,7.736000061,63.63000107,7.69299984,216.3500061,95.80999756,304.5499878,6.660999775,40.77999878,64.98999786,421.1600037,95.84999847,23.75799942,6.148499966,221.85,6.04,122.08
3/12/2026,34.63999939,150.3999939,632.3400269,148.3399963,28.65500069,54.33000183,7.736000061,63.63000107,7.69299984,216.3500061,95.29499817,304.5499878,6.660999775,40.77999878,64.98999786,421.1600037,95.84999847,23.67700005,6.148499966,219.65,6.03,123.83
3/13/2026,34.25,149.7799988,624.5999756,146.7799988,28.46500015,54.09999847,7.448999882,62.72000122,7.46600008,214.9499969,94.84500122,295.25,6.960000038,40.74300003,62.93000031,424.5700073,93.73000336,23.62599945,6.25150013,217.7,6.06,123.55
3/16/2026,34.51499939,150.3399963,625.3599854,147.3800049,28.50499916,54.20000076,7.5,63.31000137,7.5,215.0500031,95.34500122,296.3999939,7.014999866,41.29100037,63.45000076,417.019989,93.75,23.68099976,6.393000126,219.7,6.19,123.6
3/17/2026,34.36999893,151.3399963,626.1799927,147.8000031,29.30999947,54.65999985,7.468999863,63.22000122,7.565999985,217.6499939,95.86499786,298.2999878,6.961999893,41.63999939,63.47000122,417.5,94.05999756,23.75200081,6.423500061,220.05,6.14,123.1
3/18/2026,34.25999832,150.1999969,622.3599854,146.8000031,29.06999969,54.74000168,7.389999866,63.20000076,7.473999977,217.1499939,95.11000061,301.3500061,6.868000031,41.31600189,63.16999817,407.5700073,93.51000214,23.71100044,6.169000149,219,6.04,123.09
3/19/2026,33.84000015,146.5399933,613.3400269,144.2799988,28.43499947,53.49000168,7.263000011,61.93000031,7.40199995,211.8999939,92.79499817,292.75,6.712999821,40.48099899,62.38000107,382.8099976,92.31999969,23.6590004,6.006999969,213.9,5.94,120.61
3/20/2026,33.44499969,144.1000061,608.5200195,142.6399994,28.04000092,52.81999969,7.103000164,60.93999863,7.353000164,208,91.19499969,287.5499878,6.599999905,39.69400024,61.93000031,381.6300049,91.55999756,23.54899979,6.035999775,208.25,5.75,119.12
3/23/2026,33.47499847,144.8600006,610.1599731,143.3399963,28.31999969,53.54999924,7.151000023,61.56999969,7.324999809,209.8000031,91.86000061,294.2999878,6.565999985,40.08399963,62.68999863,363.5,91.80000305,23.55599976,6.069499969,214.45,5.76,116.42
3/24/2026,33.33499908,145.4799957,609.2999878,143.2400055,27.89500046,53.56000137,7.085999966,61.95999908,7.333000183,210.4499969,92.09500122,291.9500122,6.602000237,39.91500092,63,366.9299927,92.19999695,23.55999947,6.006499767,215.1,5.78,116.8
3/25/2026,33.63000107,147.8200073,613.2600098,144.6799927,28.88999939,54.56000137,7.260000229,63.06999969,7.461999893,213.5500031,93.55000305,299.2000122,6.71999979,40.71699905,63.88000107,378.5299988,92.5,23.64100075,6.166500092,216.1,5.92,117.82
3/26/2026,33.08000183,146.0599976,607.2000122,142.9600067,28.59499931,53.72999954,7.184000015,62.15999985,7.472000122,211.75,92.38999939,292.8500061,6.568999767,39.69499969,63.25,366.480011,92.25,23.51799965,5.961500168,212.3,5.73,117.56
3/27/2026,32.31000137,144.7599945,597.9199829,140.9799957,28.19499969,53.25999832,7.000999928,60.93999863,7.348999977,210.6000061,91.58000183,289.2999878,6.55700016,39.31800079,62.29999924,377.4899902,91.47000122,23.44300079,5.71449995,209.45,5.67,119.97
3/30/2026,32.18000031,146.3000031,600.4400024,141.8999939,28.29999924,53.79000092,6.97300005,61.90000153,7.361999989,212.75,92.58999634,290,6.622000217,39.52700043,62.24000168,381.7600098,91.93000031,23.58499908,5.91050005,210.65,5.7,119.21
3/31/2026,32.19499969,146.8600006,600.1199951,141.8200073,28.75,54.15999985,7.007999897,61.45999908,7.414999962,215.0500031,92.96499634,292.5,6.597000122,39.2879982,62.11000061,385.6799927,91.38999939,23.58699989,5.81099987,215.45,5.67,119.72
4/1/2026,32.19499969,146.8600006,600.1199951,141.8200073,28.75,54.15999985,7.007999897,61.45999908,7.414999962,215.0500031,92.96499634,292.5,6.597000122,39.2879982,62.11000061,385.6799927,91.38999939,23.58699989,5.81099987,219.1,5.72,120.54
4/2/2026,33.31999969,150.3200073,611.5800171,144.7400055,29.65500069,55.59999847,7.149000168,63.38999939,7.584000111,221.5500031,95.14499664,301,6.632999897,40.0929985,63.79000092,389.3500061,92.66999817,23.6590004,5.778999805,218.25,5.64,118.32
4/3/2026,33.31999969,150.3200073,611.5800171,144.7400055,29.65500069,55.59999847,7.149000168,63.38999939,7.584000111,221.5500031,95.14499664,301,6.632999897,40.0929985,63.79000092,389.3500061,92.66999817,23.6590004,5.778999805,218.25,5.64,118.32
4/6/2026,33.31999969,150.3200073,611.5800171,144.7400055,29.65500069,55.59999847,7.149000168,63.38999939,7.584000111,221.5500031,95.14499664,301,6.632999897,40.0929985,63.79000092,389.3500061,92.66999817,23.6590004,5.778999805,218.25,5.64,118.32
4/7/2026,33.14500046,148.7200012,608.6599731,143.9199982,29.54500008,55.40999985,7.178999901,62.65000153,7.418000221,220.3000031,94.12999725,300.8999939,6.553999901,39.97200012,63.63999939,386.3399963,92.45999908,23.57600021,5.883999825,216.8,5.58,119.94
4/8/2026,34.25,154.6199951,621.6599731,148.0800018,30.95000076,57.86999893,7.513999939,65.73999786,7.573999882,228.5500031,97.84999847,321,6.745999813,42.12900162,65.20999908,391.5299988,93.69000244,23.77099991,6.087500095,226.3,5.86,119.19
4/9/2026,34.16999817,154.5200043,624.2399902,148.1600037,31.09499931,57.65000153,7.460000038,64.62999725,7.519000053,229.8999939,97.75499725,319.75,6.703000069,42.0320015,65.5,393.9599915,93.80999756,23.72900009,6.147999763,225.75,5.74,119.36
4/10/2026,34.68500137,154.7799988,625.7199707,148.5599976,31.48999977,57.99000168,7.512000084,64.55999756,7.47300005,231.1999969,98.07499695,323.9500122,6.717000008,42.3030014,65.48999786,391.7000122,93.26999664,23.68000031,6.191500187,226.2,5.79,119.38
4/13/2026,34.85499954,154.8200073,625.6599731,148.4799957,31.54999924,57.41999817,7.460999966,64.06999969,7.453000069,230.8000031,97.97499847,323.2000122,6.693999767,42.25099945,65.59999847,387.3099976,93.16000366,23.64100075,6.125999928,227.55,5.76,119.5
4/14/2026,35.27000046,156.4799957,632.7999878,150.2799988,32.04999924,58.34999847,7.53399992,65,7.633999825,233.9499969,98.93000031,330.8500061,6.776000023,43.04199982,66.98999786,391.7999878,94,23.72200012,6.360000134,229.6,5.84,118.95
4/15/2026,36.06000137,155.6999969,636.9799805,150.7799988,32.30500031,58.04000092,7.547999859,64.66000366,7.635000229,233.8500061,98.40499878,331.1000061,6.769000053,43.12099838,66.80000305,391.230011,93.69000244,23.72599983,6.242499828,227.3,5.85,119.37
4/16/2026,36.61999893,155.5399933,642.1799927,151.6999969,32.04499817,57.56000137,7.56099987,65.02999878,7.59800005,233.25,98.375,327.4500122,6.881000042,43.47700119,67.18000031,392.3999939,94.47000122,23.72299957,6.296500206,226.65,6,117.65
4/17/2026,37.25,158.1399994,649.4000244,153.6600037,32.55500031,58.84999847,7.793000221,65.80999756,7.710999966,237.3999939,99.91000366,338.2000122,6.947999954,44.36000061,68.66000366,396.7099915,95.55000305,23.82600021,6.576499939,231.35,6.06,115.33
